2026-03-18 12:26:18 | INFO     | flink_speed_layer         | Khởi động Flink Speed Layer...
2026-03-18 12:26:19 | INFO     | flink_speed_layer         | Đã khởi tạo StreamExecutionEnvironment với JAR và Checkpoint.
2026-03-18 12:26:20 | INFO     | flink_speed_layer         | Pipeline sẵn sàng | Source: traffic-raw | Sink: traffic-processed | Window: 30s
2026-03-18 16:34:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 40.78 km/h | Xe: 677 | Window: 2026-03-18T16:33:30 → 2026-03-18T16:34:00
2026-03-18 16:34:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.84 km/h | Xe: 880 | Window: 2026-03-18T16:34:00 → 2026-03-18T16:34:30
2026-03-18 16:34:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 35.59 km/h | Xe: 915 | Window: 2026-03-18T16:34:00 → 2026-03-18T16:34:30
2026-03-18 16:34:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 33.01 km/h | Xe: 778 | Window: 2026-03-18T16:34:00 → 2026-03-18T16:34:30
2026-03-18 16:34:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 30.84 km/h | Xe: 933 | Window: 2026-03-18T16:34:00 → 2026-03-18T16:34:30
2026-03-18 16:34:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 32.86 km/h | Xe: 848 | Window: 2026-03-18T16:34:00 → 2026-03-18T16:34:30
2026-03-18 16:35:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 35.03 km/h | Xe: 894 | Window: 2026-03-18T16:34:30 → 2026-03-18T16:35:00
2026-03-18 16:35:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 33.86 km/h | Xe: 1018 | Window: 2026-03-18T16:34:30 → 2026-03-18T16:35:00
2026-03-18 16:35:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 33.58 km/h | Xe: 1039 | Window: 2026-03-18T16:34:30 → 2026-03-18T16:35:00
2026-03-18 16:35:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 32.43 km/h | Xe: 1051 | Window: 2026-03-18T16:34:30 → 2026-03-18T16:35:00
2026-03-18 16:35:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 30.82 km/h | Xe: 844 | Window: 2026-03-18T16:34:30 → 2026-03-18T16:35:00
2026-03-18 16:35:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 30.83 km/h | Xe: 811 | Window: 2026-03-18T16:35:00 → 2026-03-18T16:35:30
2026-03-18 16:35:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 41.82 km/h | Xe: 882 | Window: 2026-03-18T16:35:00 → 2026-03-18T16:35:30
2026-03-18 16:35:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 38.09 km/h | Xe: 819 | Window: 2026-03-18T16:35:00 → 2026-03-18T16:35:30
2026-03-18 16:35:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 34.42 km/h | Xe: 970 | Window: 2026-03-18T16:35:00 → 2026-03-18T16:35:30
2026-03-18 16:35:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 40.02 km/h | Xe: 1026 | Window: 2026-03-18T16:35:00 → 2026-03-18T16:35:30
2026-03-18 16:36:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 40.39 km/h | Xe: 696 | Window: 2026-03-18T16:35:30 → 2026-03-18T16:36:00
2026-03-18 16:36:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 43.33 km/h | Xe: 756 | Window: 2026-03-18T16:35:30 → 2026-03-18T16:36:00
2026-03-18 16:36:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.85 km/h | Xe: 868 | Window: 2026-03-18T16:35:30 → 2026-03-18T16:36:00
2026-03-18 16:36:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 31.81 km/h | Xe: 606 | Window: 2026-03-18T16:35:30 → 2026-03-18T16:36:00
2026-03-18 16:36:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 38.38 km/h | Xe: 792 | Window: 2026-03-18T16:35:30 → 2026-03-18T16:36:00
2026-03-18 16:36:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.78 km/h | Xe: 976 | Window: 2026-03-18T16:36:00 → 2026-03-18T16:36:30
2026-03-18 16:36:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 41.11 km/h | Xe: 860 | Window: 2026-03-18T16:36:00 → 2026-03-18T16:36:30
2026-03-18 16:36:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 43.23 km/h | Xe: 810 | Window: 2026-03-18T16:36:00 → 2026-03-18T16:36:30
2026-03-18 16:36:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 41.45 km/h | Xe: 845 | Window: 2026-03-18T16:36:00 → 2026-03-18T16:36:30
2026-03-18 16:36:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.23 km/h | Xe: 930 | Window: 2026-03-18T16:36:00 → 2026-03-18T16:36:30
2026-03-18 16:37:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 32.45 km/h | Xe: 736 | Window: 2026-03-18T16:36:30 → 2026-03-18T16:37:00
2026-03-18 16:37:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.69 km/h | Xe: 883 | Window: 2026-03-18T16:36:30 → 2026-03-18T16:37:00
2026-03-18 16:37:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.39 km/h | Xe: 628 | Window: 2026-03-18T16:36:30 → 2026-03-18T16:37:00
2026-03-18 16:37:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 33.45 km/h | Xe: 778 | Window: 2026-03-18T16:36:30 → 2026-03-18T16:37:00
2026-03-18 16:37:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 31.7 km/h | Xe: 790 | Window: 2026-03-18T16:36:30 → 2026-03-18T16:37:00
2026-03-18 16:37:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.75 km/h | Xe: 990 | Window: 2026-03-18T16:37:00 → 2026-03-18T16:37:30
2026-03-18 16:37:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 31.07 km/h | Xe: 727 | Window: 2026-03-18T16:37:00 → 2026-03-18T16:37:30
2026-03-18 16:37:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.56 km/h | Xe: 823 | Window: 2026-03-18T16:37:00 → 2026-03-18T16:37:30
2026-03-18 16:37:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 33.75 km/h | Xe: 1017 | Window: 2026-03-18T16:37:00 → 2026-03-18T16:37:30
2026-03-18 16:37:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 38.66 km/h | Xe: 983 | Window: 2026-03-18T16:37:00 → 2026-03-18T16:37:30
2026-03-18 16:38:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.72 km/h | Xe: 852 | Window: 2026-03-18T16:37:30 → 2026-03-18T16:38:00
2026-03-18 16:38:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.81 km/h | Xe: 718 | Window: 2026-03-18T16:37:30 → 2026-03-18T16:38:00
2026-03-18 16:38:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.22 km/h | Xe: 669 | Window: 2026-03-18T16:37:30 → 2026-03-18T16:38:00
2026-03-18 16:38:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.65 km/h | Xe: 561 | Window: 2026-03-18T16:37:30 → 2026-03-18T16:38:00
2026-03-18 16:38:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.66 km/h | Xe: 807 | Window: 2026-03-18T16:37:30 → 2026-03-18T16:38:00
2026-03-18 16:38:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.74 km/h | Xe: 751 | Window: 2026-03-18T16:38:00 → 2026-03-18T16:38:30
2026-03-18 16:38:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.21 km/h | Xe: 861 | Window: 2026-03-18T16:38:00 → 2026-03-18T16:38:30
2026-03-18 16:38:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 34.71 km/h | Xe: 950 | Window: 2026-03-18T16:38:00 → 2026-03-18T16:38:30
2026-03-18 16:38:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 31.4 km/h | Xe: 734 | Window: 2026-03-18T16:38:00 → 2026-03-18T16:38:30
2026-03-18 16:38:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 30.11 km/h | Xe: 911 | Window: 2026-03-18T16:38:00 → 2026-03-18T16:38:30
2026-03-18 16:39:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.2 km/h | Xe: 732 | Window: 2026-03-18T16:38:30 → 2026-03-18T16:39:00
2026-03-18 16:39:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 39.69 km/h | Xe: 790 | Window: 2026-03-18T16:38:30 → 2026-03-18T16:39:00
2026-03-18 16:39:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.72 km/h | Xe: 770 | Window: 2026-03-18T16:38:30 → 2026-03-18T16:39:00
2026-03-18 16:39:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 33.83 km/h | Xe: 705 | Window: 2026-03-18T16:38:30 → 2026-03-18T16:39:00
2026-03-18 16:39:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 37.08 km/h | Xe: 679 | Window: 2026-03-18T16:38:30 → 2026-03-18T16:39:00
2026-03-18 16:39:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.82 km/h | Xe: 993 | Window: 2026-03-18T16:39:00 → 2026-03-18T16:39:30
2026-03-18 16:39:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 43.37 km/h | Xe: 667 | Window: 2026-03-18T16:39:00 → 2026-03-18T16:39:30
2026-03-18 16:39:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 39.18 km/h | Xe: 948 | Window: 2026-03-18T16:39:00 → 2026-03-18T16:39:30
2026-03-18 16:39:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 37.24 km/h | Xe: 943 | Window: 2026-03-18T16:39:00 → 2026-03-18T16:39:30
2026-03-18 16:39:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 37.38 km/h | Xe: 866 | Window: 2026-03-18T16:39:00 → 2026-03-18T16:39:30
2026-03-18 16:40:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 44.33 km/h | Xe: 765 | Window: 2026-03-18T16:39:30 → 2026-03-18T16:40:00
2026-03-18 16:40:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.58 km/h | Xe: 772 | Window: 2026-03-18T16:39:30 → 2026-03-18T16:40:00
2026-03-18 16:40:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 44.0 km/h | Xe: 759 | Window: 2026-03-18T16:39:30 → 2026-03-18T16:40:00
2026-03-18 16:40:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 33.98 km/h | Xe: 715 | Window: 2026-03-18T16:39:30 → 2026-03-18T16:40:00
2026-03-18 16:40:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.34 km/h | Xe: 776 | Window: 2026-03-18T16:39:30 → 2026-03-18T16:40:00
2026-03-18 16:40:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 36.73 km/h | Xe: 834 | Window: 2026-03-18T16:40:00 → 2026-03-18T16:40:30
2026-03-18 16:40:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 38.47 km/h | Xe: 691 | Window: 2026-03-18T16:40:00 → 2026-03-18T16:40:30
2026-03-18 16:40:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.18 km/h | Xe: 944 | Window: 2026-03-18T16:40:00 → 2026-03-18T16:40:30
2026-03-18 16:40:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 41.04 km/h | Xe: 885 | Window: 2026-03-18T16:40:00 → 2026-03-18T16:40:30
2026-03-18 16:40:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 36.5 km/h | Xe: 853 | Window: 2026-03-18T16:40:00 → 2026-03-18T16:40:30
2026-03-18 16:41:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.88 km/h | Xe: 758 | Window: 2026-03-18T16:40:30 → 2026-03-18T16:41:00
2026-03-18 16:41:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.84 km/h | Xe: 951 | Window: 2026-03-18T16:40:30 → 2026-03-18T16:41:00
2026-03-18 16:41:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.08 km/h | Xe: 819 | Window: 2026-03-18T16:40:30 → 2026-03-18T16:41:00
2026-03-18 16:41:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 41.19 km/h | Xe: 645 | Window: 2026-03-18T16:40:30 → 2026-03-18T16:41:00
2026-03-18 16:41:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 36.43 km/h | Xe: 790 | Window: 2026-03-18T16:40:30 → 2026-03-18T16:41:00
2026-03-18 16:41:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 34.66 km/h | Xe: 919 | Window: 2026-03-18T16:41:00 → 2026-03-18T16:41:30
2026-03-18 16:41:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.63 km/h | Xe: 700 | Window: 2026-03-18T16:41:00 → 2026-03-18T16:41:30
2026-03-18 16:41:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 32.71 km/h | Xe: 971 | Window: 2026-03-18T16:41:00 → 2026-03-18T16:41:30
2026-03-18 16:41:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 30.57 km/h | Xe: 904 | Window: 2026-03-18T16:41:00 → 2026-03-18T16:41:30
2026-03-18 16:41:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.18 km/h | Xe: 780 | Window: 2026-03-18T16:41:00 → 2026-03-18T16:41:30
2026-03-18 16:42:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 33.1 km/h | Xe: 646 | Window: 2026-03-18T16:41:30 → 2026-03-18T16:42:00
2026-03-18 16:42:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 46.54 km/h | Xe: 976 | Window: 2026-03-18T16:41:30 → 2026-03-18T16:42:00
2026-03-18 16:42:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 32.61 km/h | Xe: 920 | Window: 2026-03-18T16:41:30 → 2026-03-18T16:42:00
2026-03-18 16:42:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.55 km/h | Xe: 845 | Window: 2026-03-18T16:41:30 → 2026-03-18T16:42:00
2026-03-18 16:42:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 32.95 km/h | Xe: 847 | Window: 2026-03-18T16:41:30 → 2026-03-18T16:42:00
2026-03-18 16:42:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 39.22 km/h | Xe: 977 | Window: 2026-03-18T16:42:00 → 2026-03-18T16:42:30
2026-03-18 16:42:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 35.08 km/h | Xe: 980 | Window: 2026-03-18T16:42:00 → 2026-03-18T16:42:30
2026-03-18 16:42:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 39.0 km/h | Xe: 777 | Window: 2026-03-18T16:42:00 → 2026-03-18T16:42:30
2026-03-18 16:42:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.44 km/h | Xe: 841 | Window: 2026-03-18T16:42:00 → 2026-03-18T16:42:30
2026-03-18 16:42:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.41 km/h | Xe: 737 | Window: 2026-03-18T16:42:00 → 2026-03-18T16:42:30
2026-03-18 16:43:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 35.51 km/h | Xe: 858 | Window: 2026-03-18T16:42:30 → 2026-03-18T16:43:00
2026-03-18 16:43:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 31.4 km/h | Xe: 683 | Window: 2026-03-18T16:42:30 → 2026-03-18T16:43:00
2026-03-18 16:43:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 38.96 km/h | Xe: 842 | Window: 2026-03-18T16:42:30 → 2026-03-18T16:43:00
2026-03-18 16:43:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 40.75 km/h | Xe: 773 | Window: 2026-03-18T16:42:30 → 2026-03-18T16:43:00
2026-03-18 16:43:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.04 km/h | Xe: 802 | Window: 2026-03-18T16:42:30 → 2026-03-18T16:43:00
2026-03-18 16:43:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 31.99 km/h | Xe: 856 | Window: 2026-03-18T16:43:00 → 2026-03-18T16:43:30
2026-03-18 16:43:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 34.66 km/h | Xe: 821 | Window: 2026-03-18T16:43:00 → 2026-03-18T16:43:30
2026-03-18 16:43:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 37.04 km/h | Xe: 848 | Window: 2026-03-18T16:43:00 → 2026-03-18T16:43:30
2026-03-18 16:43:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 41.29 km/h | Xe: 769 | Window: 2026-03-18T16:43:00 → 2026-03-18T16:43:30
2026-03-18 16:43:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.73 km/h | Xe: 782 | Window: 2026-03-18T16:43:00 → 2026-03-18T16:43:30
2026-03-18 16:44:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 28.75 km/h | Xe: 787 | Window: 2026-03-18T16:43:30 → 2026-03-18T16:44:00
2026-03-18 16:44:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 28.54 km/h | Xe: 940 | Window: 2026-03-18T16:43:30 → 2026-03-18T16:44:00
2026-03-18 16:44:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 31.79 km/h | Xe: 737 | Window: 2026-03-18T16:43:30 → 2026-03-18T16:44:00
2026-03-18 16:44:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 34.91 km/h | Xe: 1003 | Window: 2026-03-18T16:43:30 → 2026-03-18T16:44:00
2026-03-18 16:44:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 39.83 km/h | Xe: 743 | Window: 2026-03-18T16:43:30 → 2026-03-18T16:44:00
2026-03-18 16:44:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.4 km/h | Xe: 812 | Window: 2026-03-18T16:44:00 → 2026-03-18T16:44:30
2026-03-18 16:44:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 44.51 km/h | Xe: 715 | Window: 2026-03-18T16:44:00 → 2026-03-18T16:44:30
2026-03-18 16:44:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 39.04 km/h | Xe: 792 | Window: 2026-03-18T16:44:00 → 2026-03-18T16:44:30
2026-03-18 16:44:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 32.95 km/h | Xe: 590 | Window: 2026-03-18T16:44:00 → 2026-03-18T16:44:30
2026-03-18 16:44:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 31.13 km/h | Xe: 668 | Window: 2026-03-18T16:44:00 → 2026-03-18T16:44:30
2026-03-18 16:45:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.37 km/h | Xe: 1007 | Window: 2026-03-18T16:44:30 → 2026-03-18T16:45:00
2026-03-18 16:45:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 28.3 km/h | Xe: 857 | Window: 2026-03-18T16:44:30 → 2026-03-18T16:45:00
2026-03-18 16:45:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.11 km/h | Xe: 772 | Window: 2026-03-18T16:44:30 → 2026-03-18T16:45:00
2026-03-18 16:45:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 38.23 km/h | Xe: 759 | Window: 2026-03-18T16:44:30 → 2026-03-18T16:45:00
2026-03-18 16:45:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.72 km/h | Xe: 711 | Window: 2026-03-18T16:44:30 → 2026-03-18T16:45:00
2026-03-18 16:45:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.38 km/h | Xe: 604 | Window: 2026-03-18T16:45:00 → 2026-03-18T16:45:30
2026-03-18 16:45:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.14 km/h | Xe: 758 | Window: 2026-03-18T16:45:00 → 2026-03-18T16:45:30
2026-03-18 16:45:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.87 km/h | Xe: 873 | Window: 2026-03-18T16:45:00 → 2026-03-18T16:45:30
2026-03-18 16:45:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.41 km/h | Xe: 932 | Window: 2026-03-18T16:45:00 → 2026-03-18T16:45:30
2026-03-18 16:45:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 33.22 km/h | Xe: 745 | Window: 2026-03-18T16:45:00 → 2026-03-18T16:45:30
2026-03-18 16:46:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 38.53 km/h | Xe: 804 | Window: 2026-03-18T16:45:30 → 2026-03-18T16:46:00
2026-03-18 16:46:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 37.23 km/h | Xe: 878 | Window: 2026-03-18T16:45:30 → 2026-03-18T16:46:00
2026-03-18 16:46:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 32.67 km/h | Xe: 839 | Window: 2026-03-18T16:45:30 → 2026-03-18T16:46:00
2026-03-18 16:46:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 40.82 km/h | Xe: 782 | Window: 2026-03-18T16:45:30 → 2026-03-18T16:46:00
2026-03-18 16:46:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 32.41 km/h | Xe: 792 | Window: 2026-03-18T16:45:30 → 2026-03-18T16:46:00
2026-03-18 16:46:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.68 km/h | Xe: 695 | Window: 2026-03-18T16:46:00 → 2026-03-18T16:46:30
2026-03-18 16:46:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.19 km/h | Xe: 910 | Window: 2026-03-18T16:46:00 → 2026-03-18T16:46:30
2026-03-18 16:46:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 38.17 km/h | Xe: 863 | Window: 2026-03-18T16:46:00 → 2026-03-18T16:46:30
2026-03-18 16:46:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 41.17 km/h | Xe: 816 | Window: 2026-03-18T16:46:00 → 2026-03-18T16:46:30
2026-03-18 16:46:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 30.32 km/h | Xe: 818 | Window: 2026-03-18T16:46:00 → 2026-03-18T16:46:30
2026-03-18 16:47:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 42.98 km/h | Xe: 874 | Window: 2026-03-18T16:46:30 → 2026-03-18T16:47:00
2026-03-18 16:47:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.24 km/h | Xe: 711 | Window: 2026-03-18T16:46:30 → 2026-03-18T16:47:00
2026-03-18 16:47:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.66 km/h | Xe: 776 | Window: 2026-03-18T16:46:30 → 2026-03-18T16:47:00
2026-03-18 16:47:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 40.98 km/h | Xe: 712 | Window: 2026-03-18T16:46:30 → 2026-03-18T16:47:00
2026-03-18 16:47:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.08 km/h | Xe: 897 | Window: 2026-03-18T16:46:30 → 2026-03-18T16:47:00
2026-03-18 16:47:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.94 km/h | Xe: 756 | Window: 2026-03-18T16:47:00 → 2026-03-18T16:47:30
2026-03-18 16:47:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 29.75 km/h | Xe: 807 | Window: 2026-03-18T16:47:00 → 2026-03-18T16:47:30
2026-03-18 16:47:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 39.03 km/h | Xe: 897 | Window: 2026-03-18T16:47:00 → 2026-03-18T16:47:30
2026-03-18 16:47:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 34.55 km/h | Xe: 928 | Window: 2026-03-18T16:47:00 → 2026-03-18T16:47:30
2026-03-18 16:47:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 30.44 km/h | Xe: 1007 | Window: 2026-03-18T16:47:00 → 2026-03-18T16:47:30
2026-03-18 16:48:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 33.45 km/h | Xe: 745 | Window: 2026-03-18T16:47:30 → 2026-03-18T16:48:00
2026-03-18 16:48:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 31.14 km/h | Xe: 691 | Window: 2026-03-18T16:47:30 → 2026-03-18T16:48:00
2026-03-18 16:48:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 28.83 km/h | Xe: 748 | Window: 2026-03-18T16:47:30 → 2026-03-18T16:48:00
2026-03-18 16:48:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 31.77 km/h | Xe: 955 | Window: 2026-03-18T16:47:30 → 2026-03-18T16:48:00
2026-03-18 16:48:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 33.91 km/h | Xe: 708 | Window: 2026-03-18T16:47:30 → 2026-03-18T16:48:00
2026-03-18 16:48:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.7 km/h | Xe: 894 | Window: 2026-03-18T16:48:00 → 2026-03-18T16:48:30
